reportedyear,FSA,reportedmonth,,MCI,Count of MCI
2018,M6E,January,1.00,Break and Enter,5
2018,M6E,January,1.00,Robbery,4
2018,M6G,January,1.00,Assault,10
2018,M6G,January,1.00,Auto Theft,7
2018,M6G,January,1.00,Break and Enter,4
2018,M6G,January,1.00,Robbery,6
2018,M6G,January,1.00,Theft Over,2
2018,M6H,January,1.00,Assault,23
2018,M6H,January,1.00,Auto Theft,2
2018,M6H,January,1.00,Break and Enter,9
2018,M6H,January,1.00,Robbery,11
2018,M6H,January,1.00,Theft Over,1
2018,M6J,January,1.00,Assault,18
2018,M6J,January,1.00,Auto Theft,2
2018,M6J,January,1.00,Break and Enter,11
2018,M6J,January,1.00,Robbery,2
2018,M6J,January,1.00,Theft Over,1
2018,M6K,January,1.00,Assault,30
2018,M6K,January,1.00,Auto Theft,1
2018,M6K,January,1.00,Break and Enter,11
2018,M6K,January,1.00,Robbery,4
2018,M6K,January,1.00,Theft Over,2
2018,M6L,January,1.00,Assault,13
2018,M6L,January,1.00,Auto Theft,1
2018,M6L,January,1.00,Break and Enter,4
2018,M6L,January,1.00,Theft Over,1
2018,M6M,January,1.00,Assault,20
2018,M6M,January,1.00,Auto Theft,3
2018,M6M,January,1.00,Break and Enter,9
2018,M6M,January,1.00,Robbery,1
2018,M6N,January,1.00,Assault,25
2018,M6N,January,1.00,Auto Theft,8
2018,M6N,January,1.00,Break and Enter,11
2018,M6N,January,1.00,Robbery,5
2018,M6P,January,1.00,Assault,19
2018,M6P,January,1.00,Break and Enter,15
2018,M6P,January,1.00,Robbery,1
2018,M6R,January,1.00,Assault,12
2018,M6R,January,1.00,Auto Theft,4
2018,M6R,January,1.00,Break and Enter,11
2018,M6R,January,1.00,Robbery,2
2018,M6R,January,1.00,Theft Over,1
2018,M6S,January,1.00,Assault,6
2018,M6S,January,1.00,Auto Theft,3
2018,M6S,January,1.00,Break and Enter,8
2018,M6S,January,1.00,Robbery,5
2018,M8V,January,1.00,Assault,24
2018,M8V,January,1.00,Auto Theft,1
2018,M8V,January,1.00,Break and Enter,2
2018,M8V,January,1.00,Robbery,6
2018,M8V,January,1.00,Theft Over,2
2018,M8W,January,1.00,Assault,6
2018,M8W,January,1.00,Auto Theft,2
2018,M8W,January,1.00,Break and Enter,7
2018,M8W,January,1.00,Robbery,1
2018,M8X,January,1.00,Assault,2
2018,M8X,January,1.00,Auto Theft,1
2018,M8X,January,1.00,Break and Enter,1
2018,M8Y,January,1.00,Assault,5
2018,M8Y,January,1.00,Auto Theft,1
2018,M8Y,January,1.00,Break and Enter,3
2018,M8Y,January,1.00,Robbery,3
2018,M8Z,January,1.00,Assault,42
2018,M8Z,January,1.00,Auto Theft,7
2018,M8Z,January,1.00,Break and Enter,6
2018,M9A,January,1.00,Assault,12
2018,M9A,January,1.00,Auto Theft,6
2018,M9A,January,1.00,Break and Enter,9
2018,M9A,January,1.00,Theft Over,2
2018,M9B,January,1.00,Assault,17
2018,M9B,January,1.00,Auto Theft,4
2018,M9B,January,1.00,Break and Enter,7
2018,M9B,January,1.00,Robbery,2
2018,M9C,January,1.00,Assault,6
2018,M9C,January,1.00,Auto Theft,5
2018,M9C,January,1.00,Break and Enter,7
2018,M9C,January,1.00,Robbery,1
2018,M9C,January,1.00,Theft Over,3
2018,M9L,January,1.00,Assault,5
2018,M9L,January,1.00,Auto Theft,10
2018,M9L,January,1.00,Break and Enter,5
2018,M9L,January,1.00,Robbery,5
2018,M9M,January,1.00,Assault,24
2018,M9M,January,1.00,Auto Theft,8
2018,M9M,January,1.00,Break and Enter,9
2018,M9M,January,1.00,Robbery,4
2018,M9N,January,1.00,Assault,16
2018,M9N,January,1.00,Auto Theft,9
2018,M9N,January,1.00,Break and Enter,6
2018,M9N,January,1.00,Robbery,3
2018,M9P,January,1.00,Assault,3
2018,M9P,January,1.00,Auto Theft,1
2018,M9P,January,1.00,Break and Enter,3
2018,M9P,January,1.00,Robbery,1
2018,M9P,January,1.00,Theft Over,1
2018,M9R,January,1.00,Assault,18
2018,M9R,January,1.00,Auto Theft,1
2018,M9R,January,1.00,Break and Enter,2
2018,M9R,January,1.00,Robbery,2
2018,M9V,January,1.00,Assault,25
2018,M9V,January,1.00,Auto Theft,21
2018,M9V,January,1.00,Break and Enter,4
2018,M9V,January,1.00,Robbery,16
2018,M9V,January,1.00,Theft Over,1
2018,M9W,January,1.00,Assault,21
2018,M9W,January,1.00,Auto Theft,21
2018,M9W,January,1.00,Break and Enter,9
2018,M9W,January,1.00,Robbery,6
2018,M9W,January,1.00,Theft Over,5
2018,Overall,January,1.00,Assault,1541
2018,Overall,January,1.00,Break and Enter,663
2018,Overall,January,1.00,Robbery,321
2018,Overall,January,1.00,Auto Theft,317
2018,Overall,January,1.00,Theft Over,93
2019,M1B,January,1.00,Assault,18
2019,M1B,January,1.00,Auto Theft,9
2019,M1B,January,1.00,Break and Enter,4
2019,M1B,January,1.00,Robbery,4
2019,M1C,January,1.00,Assault,9
2019,M1C,January,1.00,Auto Theft,6
2019,M1C,January,1.00,Break and Enter,2
2019,M1C,January,1.00,Robbery,2
2019,M1C,January,1.00,Theft Over,1
2019,M1E,January,1.00,Assault,38
2019,M1E,January,1.00,Auto Theft,2
2019,M1E,January,1.00,Break and Enter,9
2019,M1E,January,1.00,Robbery,2
2019,M1G,January,1.00,Assault,16
2019,M1G,January,1.00,Auto Theft,2
2019,M1G,January,1.00,Break and Enter,1
2019,M1G,January,1.00,Robbery,3
2019,M1H,January,1.00,Assault,19
2019,M1H,January,1.00,Auto Theft,6
2019,M1H,January,1.00,Break and Enter,8
2019,M1H,January,1.00,Robbery,1
2019,M1H,January,1.00,Theft Over,1
2019,M1J,January,1.00,Assault,26
2019,M1J,January,1.00,Auto Theft,2
2019,M1J,January,1.00,Break and Enter,4
2019,M1J,January,1.00,Robbery,2
2019,M1J,January,1.00,Theft Over,3
2019,M1K,January,1.00,Assault,12
2019,M1K,January,1.00,Auto Theft,2
2019,M1K,January,1.00,Break and Enter,7
2019,M1K,January,1.00,Robbery,2
2019,M1L,January,1.00,Assault,40
2019,M1L,January,1.00,Auto Theft,5
2019,M1L,January,1.00,Break and Enter,10
2019,M1L,January,1.00,Robbery,9
2019,M1L,January,1.00,Theft Over,4
2019,M1M,January,1.00,Assault,16
2019,M1M,January,1.00,Auto Theft,2
2019,M1M,January,1.00,Break and Enter,5
2019,M1M,January,1.00,Robbery,2
2019,M1N,January,1.00,Assault,14
2019,M1N,January,1.00,Auto Theft,3
2019,M1N,January,1.00,Break and Enter,4
2019,M1P,January,1.00,Assault,34
2019,M1P,January,1.00,Auto Theft,12
2019,M1P,January,1.00,Break and Enter,11
2019,M1P,January,1.00,Robbery,2
2019,M1R,January,1.00,Assault,17
2019,M1R,January,1.00,Auto Theft,3
2019,M1R,January,1.00,Break and Enter,8
2019,M1R,January,1.00,Robbery,3
2019,M1R,January,1.00,Theft Over,3
2019,M1S,January,1.00,Assault,10
2019,M1S,January,1.00,Auto Theft,5
2019,M1S,January,1.00,Break and Enter,10
2019,M1S,January,1.00,Robbery,7
2019,M1S,January,1.00,Theft Over,1
2019,M1T,January,1.00,Assault,7
2019,M1T,January,1.00,Auto Theft,4
2019,M1T,January,1.00,Break and Enter,7
2019,M1T,January,1.00,Robbery,6
2019,M1V,January,1.00,Assault,3
2019,M1V,January,1.00,Auto Theft,1
2019,M1V,January,1.00,Break and Enter,4
2019,M1V,January,1.00,Robbery,1
2019,M1W,January,1.00,Assault,17
2019,M1W,January,1.00,Auto Theft,8
2019,M1W,January,1.00,Break and Enter,6
2019,M1W,January,1.00,Robbery,2
2019,M1W,January,1.00,Theft Over,1
2019,M2H,January,1.00,Assault,10
2019,M2H,January,1.00,Auto Theft,2
2019,M2H,January,1.00,Break and Enter,3
2019,M2H,January,1.00,Robbery,1
2019,M2H,January,1.00,Theft Over,1
2019,M2J,January,1.00,Assault,18
2019,M2J,January,1.00,Auto Theft,6
2019,M2J,January,1.00,Break and Enter,4
2019,M2J,January,1.00,Robbery,3
2019,M2J,January,1.00,Theft Over,1
2019,M2K,January,1.00,Assault,6
2019,M2K,January,1.00,Auto Theft,1
2019,M2K,January,1.00,Break and Enter,4
2019,M2K,January,1.00,Robbery,2
2019,M2K,January,1.00,Theft Over,1
2019,M2L,January,1.00,Assault,5
2019,M2L,January,1.00,Break and Enter,11
2019,M2M,January,1.00,Assault,15
2019,M2M,January,1.00,Auto Theft,4
2019,M2M,January,1.00,Break and Enter,5
2019,M2M,January,1.00,Robbery,3
2019,M2M,January,1.00,Theft Over,2
2019,M2N,January,1.00,Assault,15
2019,M2N,January,1.00,Auto Theft,5
2019,M2N,January,1.00,Break and Enter,11
2019,M2N,January,1.00,Robbery,4
2019,M2N,January,1.00,Theft Over,2
2019,M2P,January,1.00,Assault,1
2019,M2P,January,1.00,Break and Enter,4
2019,M2R,January,1.00,Assault,12
2019,M2R,January,1.00,Auto Theft,7
2019,M2R,January,1.00,Break and Enter,11
2019,M2R,January,1.00,Robbery,3
2019,M3A,January,1.00,Assault,11
2019,M3A,January,1.00,Break and Enter,5
2019,M3A,January,1.00,Robbery,3
2019,M3B,January,1.00,Assault,3
2019,M3B,January,1.00,Auto Theft,2
2019,M3B,January,1.00,Break and Enter,6
2019,M3B,January,1.00,Theft Over,1
2019,M3C,January,1.00,Assault,20
2019,M3C,January,1.00,Auto Theft,1
2019,M3C,January,1.00,Robbery,1
2019,M3C,January,1.00,Theft Over,1
2019,M3H,January,1.00,Assault,7
2019,M3H,January,1.00,Auto Theft,3
2019,M3H,January,1.00,Break and Enter,8
2019,M3H,January,1.00,Robbery,6
2019,M3H,January,1.00,Theft Over,1
2019,M3J,January,1.00,Assault,23
2019,M3J,January,1.00,Auto Theft,10
2019,M3J,January,1.00,Break and Enter,7
2019,M3J,January,1.00,Robbery,7
2019,M3J,January,1.00,Theft Over,2
2019,M3K,January,1.00,Assault,3
2019,M3K,January,1.00,Auto Theft,2
2019,M3K,January,1.00,Break and Enter,3
2019,M3K,January,1.00,Theft Over,1
2019,M3L,January,1.00,Assault,24
2019,M3L,January,1.00,Auto Theft,3
2019,M3L,January,1.00,Break and Enter,3
2019,M3L,January,1.00,Robbery,3
2019,M3M,January,1.00,Assault,11
2019,M3M,January,1.00,Auto Theft,4
2019,M3M,January,1.00,Break and Enter,3
2019,M3M,January,1.00,Robbery,1
2019,M3N,January,1.00,Assault,39
2019,M3N,January,1.00,Auto Theft,19
2019,M3N,January,1.00,Break and Enter,2
2019,M3N,January,1.00,Robbery,7
2019,M4A,January,1.00,Assault,6
2019,M4A,January,1.00,Break and Enter,2
2019,M4A,January,1.00,Robbery,2
2019,M4A,January,1.00,Theft Over,1
2019,M4B,January,1.00,Assault,11
2019,M4B,January,1.00,Auto Theft,1
2019,M4B,January,1.00,Break and Enter,4
2019,M4B,January,1.00,Robbery,2
2019,M4B,January,1.00,Theft Over,1
2019,M4C,January,1.00,Assault,29
2019,M4C,January,1.00,Auto Theft,3
2019,M4C,January,1.00,Break and Enter,9
2019,M4C,January,1.00,Robbery,2
2019,M4E,January,1.00,Assault,5
2019,M4E,January,1.00,Auto Theft,3
2019,M4E,January,1.00,Break and Enter,3
2019,M4E,January,1.00,Robbery,1
2019,M4E,January,1.00,Theft Over,1
2019,M4G,January,1.00,Assault,7
2019,M4G,January,1.00,Auto Theft,2
2019,M4G,January,1.00,Break and Enter,3
2019,M4G,January,1.00,Robbery,1
2019,M4G,January,1.00,Theft Over,1
2019,M4H,January,1.00,Assault,11
2019,M4H,January,1.00,Auto Theft,1
2019,M4H,January,1.00,Break and Enter,1
2019,M4H,January,1.00,Robbery,2
2019,M4J,January,1.00,Assault,9
2019,M4J,January,1.00,Auto Theft,1
2019,M4J,January,1.00,Break and Enter,5
2019,M4J,January,1.00,Robbery,2
2019,M4J,January,1.00,Theft Over,2
2019,M4K,January,1.00,Assault,23
2019,M4K,January,1.00,Auto Theft,2
2019,M4K,January,1.00,Break and Enter,13
2019,M4K,January,1.00,Robbery,4
2019,M4K,January,1.00,Theft Over,2
2019,M4L,January,1.00,Assault,18
2019,M4L,January,1.00,Auto Theft,1
2019,M4L,January,1.00,Break and Enter,12
2019,M4L,January,1.00,Robbery,1
2019,M4L,January,1.00,Theft Over,1
2019,M4M,January,1.00,Assault,9
2019,M4M,January,1.00,Break and Enter,2
2019,M4M,January,1.00,Robbery,4
2019,M4M,January,1.00,Theft Over,4
2019,M4N,January,1.00,Assault,5
2019,M4N,January,1.00,Auto Theft,1
2019,M4N,January,1.00,Break and Enter,6
2019,M4P,January,1.00,Assault,10
2019,M4P,January,1.00,Auto Theft,1
2019,M4P,January,1.00,Break and Enter,4
2019,M4R,January,1.00,Assault,4
2019,M4R,January,1.00,Break and Enter,4
2019,M4R,January,1.00,Robbery,2
2019,M4R,January,1.00,Theft Over,1
2019,M4S,January,1.00,Assault,5
2019,M4S,January,1.00,Auto Theft,1
2019,M4S,January,1.00,Break and Enter,11
2019,M4T,January,1.00,Assault,2
2019,M4T,January,1.00,Break and Enter,3
2019,M4V,January,1.00,Assault,1
2019,M4V,January,1.00,Auto Theft,1
2019,M4V,January,1.00,Break and Enter,2
2019,M4V,January,1.00,Robbery,2
2019,M4V,January,1.00,Theft Over,1
2019,M4W,January,1.00,Assault,4
2019,M4W,January,1.00,Break and Enter,8
2019,M4W,January,1.00,Theft Over,3
2019,M4X,January,1.00,Assault,26
2019,M4X,January,1.00,Break and Enter,9
2019,M4X,January,1.00,Theft Over,1
2019,M4Y,January,1.00,Assault,40
2019,M4Y,January,1.00,Auto Theft,2
2019,M4Y,January,1.00,Break and Enter,10
2019,M4Y,January,1.00,Robbery,4
2019,M4Y,January,1.00,Theft Over,3
2019,M5A,January,1.00,Assault,61
2019,M5A,January,1.00,Auto Theft,6
2019,M5A,January,1.00,Break and Enter,17
2019,M5A,January,1.00,Robbery,10
2019,M5A,January,1.00,Theft Over,2
2019,M5B,January,1.00,Assault,39
2019,M5B,January,1.00,Auto Theft,4
2019,M5B,January,1.00,Break and Enter,11
2019,M5B,January,1.00,Robbery,6
2019,M5B,January,1.00,Theft Over,3
2019,M5C,January,1.00,Assault,3
2019,M5C,January,1.00,Break and Enter,3
2019,M5C,January,1.00,Robbery,1
2019,M5C,January,1.00,Theft Over,1
2019,M5E,January,1.00,Assault,2
2019,M5E,January,1.00,Auto Theft,1
2019,M5E,January,1.00,Break and Enter,4
2019,M5G,January,1.00,Assault,30
2019,M5G,January,1.00,Auto Theft,2
2019,M5G,January,1.00,Break and Enter,9
2019,M5G,January,1.00,Robbery,5
2019,M5G,January,1.00,Theft Over,3
2019,M5H,January,1.00,Assault,18
2019,M5H,January,1.00,Auto Theft,1
2019,M5H,January,1.00,Break and Enter,2
2019,M5H,January,1.00,Robbery,1
2019,M5H,January,1.00,Theft Over,2
2019,M5J,January,1.00,Assault,16
2019,M5J,January,1.00,Auto Theft,1
2019,M5J,January,1.00,Break and Enter,2
2019,M5J,January,1.00,Robbery,3
2019,M5M,January,1.00,Assault,8
2019,M5M,January,1.00,Auto Theft,4
2019,M5M,January,1.00,Break and Enter,3
2019,M5M,January,1.00,Theft Over,1
2019,M5N,January,1.00,Assault,3
2019,M5N,January,1.00,Auto Theft,1
2019,M5N,January,1.00,Break and Enter,6
2019,M5P,January,1.00,Assault,9
2019,M5P,January,1.00,Auto Theft,2
2019,M5P,January,1.00,Break and Enter,4
2019,M5P,January,1.00,Robbery,4
2019,M5R,January,1.00,Assault,20
2019,M5R,January,1.00,Auto Theft,4
2019,M5R,January,1.00,Break and Enter,22
2019,M5R,January,1.00,Robbery,3
2019,M5R,January,1.00,Theft Over,4
2019,M5S,January,1.00,Assault,11
2019,M5S,January,1.00,Break and Enter,18
2019,M5T,January,1.00,Assault,14
2019,M5T,January,1.00,Break and Enter,27
2019,M5T,January,1.00,Robbery,4
2019,M5V,January,1.00,Assault,30
2019,M5V,January,1.00,Auto Theft,2
2019,M5V,January,1.00,Break and Enter,35
2019,M5V,January,1.00,Theft Over,2
2019,M6A,January,1.00,Assault,14
2019,M6A,January,1.00,Auto Theft,4
2019,M6A,January,1.00,Break and Enter,8
2019,M6A,January,1.00,Robbery,5
2019,M6A,January,1.00,Theft Over,3
2019,M6B,January,1.00,Assault,13
2019,M6B,January,1.00,Auto Theft,9
2019,M6B,January,1.00,Break and Enter,11
2019,M6B,January,1.00,Robbery,8
2019,M6C,January,1.00,Assault,11
2019,M6C,January,1.00,Auto Theft,3
2019,M6C,January,1.00,Break and Enter,9
2019,M6C,January,1.00,Robbery,9
2019,M6C,January,1.00,Theft Over,1
2019,M6E,January,1.00,Assault,19
2019,M6E,January,1.00,Auto Theft,7
2019,M6E,January,1.00,Break and Enter,8
2019,M6E,January,1.00,Robbery,12
2019,M6E,January,1.00,Theft Over,2
2019,M6G,January,1.00,Assault,13
2019,M6G,January,1.00,Auto Theft,1
2019,M6G,January,1.00,Break and Enter,15
2019,M6G,January,1.00,Robbery,3
2019,M6G,January,1.00,Theft Over,1
2019,M6H,January,1.00,Assault,20
2019,M6H,January,1.00,Auto Theft,2
2019,M6H,January,1.00,Break and Enter,14
2019,M6H,January,1.00,Robbery,7
2019,M6H,January,1.00,Theft Over,3
2019,M6J,January,1.00,Assault,20
2019,M6J,January,1.00,Auto Theft,4
2019,M6J,January,1.00,Break and Enter,11
2019,M6J,January,1.00,Robbery,4
2019,M6J,January,1.00,Theft Over,1
2019,M6K,January,1.00,Assault,29
2019,M6K,January,1.00,Auto Theft,1
2019,M6K,January,1.00,Break and Enter,19
2019,M6K,January,1.00,Robbery,5
2019,M6K,January,1.00,Theft Over,1
2019,M6L,January,1.00,Assault,1
2019,M6L,January,1.00,Auto Theft,3
2019,M6L,January,1.00,Break and Enter,1
2019,M6M,January,1.00,Assault,13
2019,M6M,January,1.00,Auto Theft,8
2019,M6M,January,1.00,Break and Enter,3
2019,M6M,January,1.00,Robbery,4
2019,M6M,January,1.00,Theft Over,1
2019,M6N,January,1.00,Assault,16
2019,M6N,January,1.00,Auto Theft,9
2019,M6N,January,1.00,Break and Enter,16
2019,M6N,January,1.00,Robbery,3
2019,M6N,January,1.00,Theft Over,1
2019,M6P,January,1.00,Assault,10
2019,M6P,January,1.00,Auto Theft,5
2019,M6P,January,1.00,Break and Enter,17
2019,M6P,January,1.00,Robbery,2
2019,M6R,January,1.00,Assault,9
2019,M6R,January,1.00,Auto Theft,1
2019,M6R,January,1.00,Break and Enter,9
2019,M6R,January,1.00,Robbery,3
2019,M6R,January,1.00,Theft Over,1
2019,M6S,January,1.00,Assault,10
2019,M6S,January,1.00,Auto Theft,6
2019,M6S,January,1.00,Break and Enter,9
2019,M6S,January,1.00,Robbery,5
2019,M8V,January,1.00,Assault,11
2019,M8V,January,1.00,Auto Theft,6
2019,M8V,January,1.00,Break and Enter,4
2019,M8V,January,1.00,Robbery,1
2019,M8W,January,1.00,Assault,5
2019,M8W,January,1.00,Auto Theft,4
2019,M8W,January,1.00,Break and Enter,4
2019,M8W,January,1.00,Robbery,2
2019,M8X,January,1.00,Assault,3
2019,M8X,January,1.00,Auto Theft,1
2019,M8X,January,1.00,Break and Enter,4
2019,M8X,January,1.00,Robbery,1
2019,M8Y,January,1.00,Assault,5
2019,M8Y,January,1.00,Auto Theft,2
2019,M8Y,January,1.00,Break and Enter,2
2019,M8Y,January,1.00,Robbery,1
2019,M8Y,January,1.00,Theft Over,1
2019,M8Z,January,1.00,Assault,20
2019,M8Z,January,1.00,Auto Theft,4
2019,M8Z,January,1.00,Break and Enter,5
2019,M8Z,January,1.00,Theft Over,2
2019,M9A,January,1.00,Assault,12
2019,M9A,January,1.00,Auto Theft,9
2019,M9A,January,1.00,Break and Enter,11
2019,M9A,January,1.00,Theft Over,2
2019,M9B,January,1.00,Assault,7
2019,M9B,January,1.00,Auto Theft,5
2019,M9B,January,1.00,Break and Enter,7
2019,M9B,January,1.00,Robbery,1
2019,M9C,January,1.00,Assault,6
2019,M9C,January,1.00,Auto Theft,6
2019,M9C,January,1.00,Break and Enter,6
2019,M9C,January,1.00,Robbery,3
2019,M9C,January,1.00,Theft Over,1
2019,M9L,January,1.00,Assault,10
2019,M9L,January,1.00,Auto Theft,13
2019,M9L,January,1.00,Break and Enter,4
2019,M9L,January,1.00,Robbery,1
2019,M9L,January,1.00,Theft Over,1
2019,M9M,January,1.00,Assault,13
2019,M9M,January,1.00,Auto Theft,9
2019,M9M,January,1.00,Break and Enter,2
2019,M9M,January,1.00,Robbery,6
2019,M9M,January,1.00,Theft Over,2
2019,M9N,January,1.00,Assault,21
2019,M9N,January,1.00,Auto Theft,5
2019,M9N,January,1.00,Break and Enter,8
2019,M9N,January,1.00,Robbery,2
2019,M9P,January,1.00,Assault,4
2019,M9P,January,1.00,Auto Theft,8
2019,M9P,January,1.00,Break and Enter,9
2019,M9P,January,1.00,Theft Over,1
2019,M9R,January,1.00,Assault,15
2019,M9R,January,1.00,Auto Theft,4
2019,M9R,January,1.00,Break and Enter,4
2019,M9R,January,1.00,Robbery,2
2019,M9V,January,1.00,Assault,26
2019,M9V,January,1.00,Auto Theft,22
2019,M9V,January,1.00,Break and Enter,5
2019,M9V,January,1.00,Robbery,8
2019,M9W,January,1.00,Assault,22
2019,M9W,January,1.00,Auto Theft,53
2019,M9W,January,1.00,Break and Enter,9
2019,M9W,January,1.00,Robbery,3
2019,M9W,January,1.00,Theft Over,7
2019,Overall,January,1.00,Assault,1386
2019,Overall,January,1.00,Break and Enter,698
2019,Overall,January,1.00,Auto Theft,403
2019,Overall,January,1.00,Robbery,259
2019,Overall,January,1.00,Theft Over,99
2017,M1B,February,2.00,Assault,35
2017,M1B,February,2.00,Auto Theft,4
2017,M1B,February,2.00,Break and Enter,8
2017,M1B,February,2.00,Robbery,1
2017,M1B,February,2.00,Theft Over,1
2017,M1C,February,2.00,Assault,14
2017,M1C,February,2.00,Auto Theft,2
2017,M1C,February,2.00,Break and Enter,9
2017,M1C,February,2.00,Theft Over,1
2017,M1E,February,2.00,Assault,51
2017,M1E,February,2.00,Auto Theft,3
2017,M1E,February,2.00,Break and Enter,2
2017,M1E,February,2.00,Robbery,2
2017,M1E,February,2.00,Theft Over,4
2017,M1G,February,2.00,Assault,19
2017,M1G,February,2.00,Auto Theft,1
2017,M1G,February,2.00,Break and Enter,2
2017,M1G,February,2.00,Robbery,2
2017,M1G,February,2.00,Theft Over,1
2017,M1H,February,2.00,Assault,21
2017,M1H,February,2.00,Auto Theft,2
2017,M1H,February,2.00,Break and Enter,1
2017,M1H,February,2.00,Robbery,5
2017,M1H,February,2.00,Theft Over,1
2017,M1J,February,2.00,Assault,27
2017,M1J,February,2.00,Auto Theft,3
2017,M1J,February,2.00,Break and Enter,5
2017,M1J,February,2.00,Robbery,6
2017,M1K,February,2.00,Assault,44
2017,M1K,February,2.00,Auto Theft,6
2017,M1K,February,2.00,Break and Enter,12
2017,M1K,February,2.00,Robbery,13
2017,M1L,February,2.00,Assault,27
2017,M1L,February,2.00,Auto Theft,6
2017,M1L,February,2.00,Break and Enter,11
2017,M1L,February,2.00,Robbery,2
2017,M1L,February,2.00,Theft Over,1
2017,M1M,February,2.00,Assault,9
2017,M1M,February,2.00,Break and Enter,1
2017,M1M,February,2.00,Robbery,3
2017,M1N,February,2.00,Assault,10
2017,M1N,February,2.00,Auto Theft,1
2017,M1N,February,2.00,Break and Enter,6
2017,M1P,February,2.00,Assault,20
2017,M1P,February,2.00,Auto Theft,3
2017,M1P,February,2.00,Break and Enter,19
2017,M1P,February,2.00,Robbery,15
2017,M1P,February,2.00,Theft Over,1
2017,M1R,February,2.00,Assault,9
2017,M1R,February,2.00,Auto Theft,3
2017,M1R,February,2.00,Break and Enter,6
2017,M1S,February,2.00,Assault,12
2017,M1S,February,2.00,Auto Theft,1
2017,M1S,February,2.00,Break and Enter,13
2017,M1S,February,2.00,Theft Over,4
2017,M1T,February,2.00,Assault,4
2017,M1T,February,2.00,Auto Theft,3
2017,M1T,February,2.00,Break and Enter,9
2017,M1T,February,2.00,Robbery,1
2017,M1T,February,2.00,Theft Over,1
2017,M1V,February,2.00,Assault,18
2017,M1V,February,2.00,Auto Theft,8
2017,M1V,February,2.00,Break and Enter,16
2017,M1V,February,2.00,Robbery,5
2017,M1V,February,2.00,Theft Over,2
2017,M1W,February,2.00,Assault,12
2017,M1W,February,2.00,Auto Theft,4
2017,M1W,February,2.00,Break and Enter,10
2017,M1W,February,2.00,Robbery,10
2017,M1X,February,2.00,Assault,1
2017,M1X,February,2.00,Auto Theft,1
2017,M1X,February,2.00,Break and Enter,2
2017,M1X,February,2.00,Robbery,2
2017,M2H,February,2.00,Assault,13
2017,M2H,February,2.00,Auto Theft,3
2017,M2H,February,2.00,Break and Enter,6
2017,M2H,February,2.00,Robbery,1
2017,M2J,February,2.00,Assault,19
2017,M2J,February,2.00,Auto Theft,2
2017,M2J,February,2.00,Break and Enter,3
2017,M2J,February,2.00,Theft Over,1
2017,M2K,February,2.00,Assault,7
2017,M2K,February,2.00,Auto Theft,1
